当前时间:12:30:00    当前价格:7.080000 波动价格:0.0 初始波动:-0.72,比率0.0923%
当前时间:11:06:01    当前价格:7.260001 波动价格:1e-06 初始波动:-0.089999,比率0.0122%
当前时间:11:06:02    当前价格:7.270000 波动价格:0.009999 初始波动:-0.08,比率0.0109%
当前时间:11:06:05    当前价格:7.260001 波动价格:-0.009999 初始波动:-0.089999,比率0.0122%
当前时间:11:06:08    当前价格:7.280000 波动价格:0.019999 初始波动:-0.07,比率0.0095%
当前时间:11:06:10    当前价格:7.290000 波动价格:0.01 初始波动:-0.06,比率0.0082%
当前时间:11:06:12    当前价格:7.290010 波动价格:1e-05 初始波动:-0.05999,比率0.0082%
当前时间:11:06:13    当前价格:7.290010 波动价格:0.0 初始波动:-0.05999,比率0.0082%
当前时间:11:06:14    当前价格:7.290510 波动价格:0.0005 初始波动:-0.05949,比率0.0081%
当前时间:11:06:15    当前价格:7.290610 波动价格:0.0001 初始波动:-0.05939,比率0.0081%
当前时间:11:06:16    当前价格:7.290000 波动价格:-0.00061 初始波动:-0.06,比率0.0082%
当前时间:11:06:18    当前价格:7.290610 波动价格:0.00061 初始波动:-0.05939,比率0.0081%
当前时间:11:06:23    当前价格:7.300000 波动价格:0.00939 初始波动:-0.05,比率0.0068%
当前时间:11:06:24    当前价格:7.291000 波动价格:-0.009 初始波动:-0.059,比率0.008%
当前时间:11:06:25    当前价格:7.300000 波动价格:0.009 初始波动:-0.05,比率0.0068%
当前时间:11:06:27    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:06:29    当前价格:7.318010 波动价格:0.01801 初始波动:-0.03199,比率0.0044%
当前时间:11:06:34    当前价格:7.300000 波动价格:-0.01801 初始波动:-0.05,比率0.0068%
当前时间:11:06:38    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:06:39    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:06:40    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:06:41    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:06:42    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:06:44    当前价格:7.307000 波动价格:0.007 初始波动:-0.043,比率0.0059%
当前时间:11:06:47    当前价格:7.308000 波动价格:0.001 初始波动:-0.042,比率0.0057%
当前时间:11:06:49    当前价格:7.308000 波动价格:0.0 初始波动:-0.042,比率0.0057%
当前时间:11:06:50    当前价格:7.308000 波动价格:0.0 初始波动:-0.042,比率0.0057%
当前时间:11:06:53    当前价格:7.307000 波动价格:-0.001 初始波动:-0.043,比率0.0059%
当前时间:11:06:54    当前价格:7.307000 波动价格:0.0 初始波动:-0.043,比率0.0059%
当前时间:11:06:55    当前价格:7.300000 波动价格:-0.007 初始波动:-0.05,比率0.0068%
当前时间:11:06:58    当前价格:7.307000 波动价格:0.007 初始波动:-0.043,比率0.0059%
当前时间:11:07:01    当前价格:7.307000 波动价格:0.0 初始波动:-0.043,比率0.0059%
当前时间:11:07:04    当前价格:7.307000 波动价格:0.0 初始波动:-0.043,比率0.0059%
当前时间:11:07:05    当前价格:7.307000 波动价格:0.0 初始波动:-0.043,比率0.0059%
当前时间:11:07:08    当前价格:7.307000 波动价格:0.0 初始波动:-0.043,比率0.0059%
当前时间:11:07:12    当前价格:7.307000 波动价格:0.0 初始波动:-0.043,比率0.0059%
当前时间:11:07:13    当前价格:7.307000 波动价格:0.0 初始波动:-0.043,比率0.0059%
当前时间:11:07:15    当前价格:7.301000 波动价格:-0.006 初始波动:-0.049,比率0.0067%
当前时间:11:07:20    当前价格:7.301000 波动价格:0.0 初始波动:-0.049,比率0.0067%
当前时间:11:07:21    当前价格:7.301000 波动价格:0.0 初始波动:-0.049,比率0.0067%
当前时间:11:07:22    当前价格:7.307000 波动价格:0.006 初始波动:-0.043,比率0.0059%
当前时间:11:07:24    当前价格:7.300000 波动价格:-0.007 初始波动:-0.05,比率0.0068%
当前时间:11:07:25    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:07:27    当前价格:7.301000 波动价格:0.001 初始波动:-0.049,比率0.0067%
当前时间:11:07:28    当前价格:7.301000 波动价格:0.0 初始波动:-0.049,比率0.0067%
当前时间:11:07:30    当前价格:7.301000 波动价格:0.0 初始波动:-0.049,比率0.0067%
当前时间:11:07:32    当前价格:7.301000 波动价格:0.0 初始波动:-0.049,比率0.0067%
当前时间:11:07:34    当前价格:7.301000 波动价格:0.0 初始波动:-0.049,比率0.0067%
当前时间:11:07:36    当前价格:7.301000 波动价格:0.0 初始波动:-0.049,比率0.0067%
当前时间:11:07:38    当前价格:7.300000 波动价格:-0.001 初始波动:-0.05,比率0.0068%
当前时间:11:07:39    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:07:40    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:07:41    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:07:42    当前价格:7.300000 波动价格:0.0 初始波动:-0.05,比率0.0068%
当前时间:11:07:43    当前价格:7.295000 波动价格:-0.005 初始波动:-0.055,比率0.0075%
当前时间:11:07:46    当前价格:7.280000 波动价格:-0.015 初始波动:-0.07,比率0.0095%
当前时间:11:07:50    当前价格:7.270000 波动价格:-0.01 初始波动:-0.08,比率0.0109%
当前时间:11:07:51    当前价格:7.290010 波动价格:0.02001 初始波动:-0.05999,比率0.0082%
当前时间:11:07:56    当前价格:7.270000 波动价格:-0.02001 初始波动:-0.08,比率0.0109%
当前时间:11:07:57    当前价格:7.270000 波动价格:0.0 初始波动:-0.08,比率0.0109%
当前时间:11:08:00    当前价格:7.270000 波动价格:0.0 初始波动:-0.08,比率0.0109%
当前时间:11:08:03    当前价格:7.260000 波动价格:-0.01 初始波动:-0.09,比率0.0122%
当前时间:11:08:07    当前价格:7.270000 波动价格:0.01 初始波动:-0.08,比率0.0109%
当前时间:11:08:09    当前价格:7.260000 波动价格:-0.01 初始波动:-0.09,比率0.0122%
当前时间:11:08:10    当前价格:7.270000 波动价格:0.01 初始波动:-0.08,比率0.0109%
当前时间:11:08:12    当前价格:7.270000 波动价格:0.0 初始波动:-0.08,比率0.0109%
当前时间:11:08:15    当前价格:7.250010 波动价格:-0.01999 初始波动:-0.09999,比率0.0136%
当前时间:11:08:17    当前价格:7.250020 波动价格:1e-05 初始波动:-0.09998,比率0.0136%
当前时间:11:08:19    当前价格:7.250001 波动价格:-1.9e-05 初始波动:-0.099999,比率0.0136%
当前时间:11:08:20    当前价格:7.250010 波动价格:9e-06 初始波动:-0.09999,比率0.0136%
当前时间:11:08:23    当前价格:7.250010 波动价格:0.0 初始波动:-0.09999,比率0.0136%
当前时间:11:08:24    当前价格:7.250000 波动价格:-1e-05 初始波动:-0.1,比率0.0136%
当前时间:11:08:28    当前价格:7.250010 波动价格:1e-05 初始波动:-0.09999,比率0.0136%
当前时间:11:08:30    当前价格:7.250000 波动价格:-1e-05 初始波动:-0.1,比率0.0136%
当前时间:11:08:32    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:08:34    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:08:36    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:08:37    当前价格:7.250100 波动价格:0.0001 初始波动:-0.0999,比率0.0136%
当前时间:11:08:40    当前价格:7.250100 波动价格:0.0 初始波动:-0.0999,比率0.0136%
当前时间:11:08:42    当前价格:7.250000 波动价格:-0.0001 初始波动:-0.1,比率0.0136%
当前时间:11:08:43    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:08:47    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:08:48    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:08:49    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:08:51    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:08:53    当前价格:7.250001 波动价格:1e-06 初始波动:-0.099999,比率0.0136%
当前时间:11:08:54    当前价格:7.250100 波动价格:9.9e-05 初始波动:-0.0999,比率0.0136%
当前时间:11:08:56    当前价格:7.250001 波动价格:-9.9e-05 初始波动:-0.099999,比率0.0136%
当前时间:11:08:59    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:09:00    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:09:01    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:09:02    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:09:03    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:09:04    当前价格:7.250001 波动价格:0.0 初始波动:-0.099999,比率0.0136%
当前时间:11:09:09    当前价格:7.250000 波动价格:-1e-06 初始波动:-0.1,比率0.0136%
当前时间:11:09:12    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:09:14    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:09:17    当前价格:7.250000 波动价格:0.0 初始波动:-0.1,比率0.0136%
当前时间:11:09:20    当前价格:7.250001 波动价格:1e-06 初始波动:-0.099999,比率0.0136%
当前时间:11:09:22    当前价格:7.241100 波动价格:-0.008901 初始波动:-0.1089,比率0.0148%
当前时间:11:09:23    当前价格:7.250000 波动价格:0.0089 初始波动:-0.1,比率0.0136%
当前时间:11:09:27    当前价格:7.241100 波动价格:-0.0089 初始波动:-0.1089,比率0.0148%
当前时间:11:09:28    当前价格:7.241100 波动价格:0.0 初始波动:-0.1089,比率0.0148%
当前时间:11:09:30    当前价格:7.241100 波动价格:0.0 初始波动:-0.1089,比率0.0148%
当前时间:11:09:39    当前价格:7.241000 波动价格:-0.0001 初始波动:-0.109,比率0.0148%
当前时间:11:09:45    当前价格:7.240000 波动价格:-0.001 初始波动:-0.11,比率0.015%
当前时间:11:09:48    当前价格:7.232001 波动价格:-0.007999 初始波动:-0.117999,比率0.0161%
当前时间:11:09:50    当前价格:7.240000 波动价格:0.007999 初始波动:-0.11,比率0.015%
当前时间:11:09:51    当前价格:7.241000 波动价格:0.001 初始波动:-0.109,比率0.0148%
当前时间:11:09:52    当前价格:7.240000 波动价格:-0.001 初始波动:-0.11,比率0.015%
当前时间:11:09:55    当前价格:7.232001 波动价格:-0.007999 初始波动:-0.117999,比率0.0161%
当前时间:11:09:58    当前价格:7.232001 波动价格:0.0 初始波动:-0.117999,比率0.0161%
当前时间:11:10:00    当前价格:7.232001 波动价格:0.0 初始波动:-0.117999,比率0.0161%
当前时间:11:10:02    当前价格:7.232001 波动价格:0.0 初始波动:-0.117999,比率0.0161%
当前时间:11:10:04    当前价格:7.240000 波动价格:0.007999 初始波动:-0.11,比率0.015%
当前时间:11:10:06    当前价格:7.232001 波动价格:-0.007999 初始波动:-0.117999,比率0.0161%
当前时间:11:10:12    当前价格:7.240000 波动价格:0.007999 初始波动:-0.11,比率0.015%
当前时间:11:10:13    当前价格:7.231010 波动价格:-0.00899 初始波动:-0.11899,比率0.0162%
当前时间:11:10:17    当前价格:7.230000 波动价格:-0.00101 初始波动:-0.12,比率0.0163%
当前时间:11:10:21    当前价格:7.221201 波动价格:-0.008799 初始波动:-0.128799,比率0.0175%
当前时间:11:10:23    当前价格:7.221201 波动价格:0.0 初始波动:-0.128799,比率0.0175%
当前时间:11:10:26    当前价格:7.230000 波动价格:0.008799 初始波动:-0.12,比率0.0163%
当前时间:11:10:27    当前价格:7.221201 波动价格:-0.008799 初始波动:-0.128799,比率0.0175%
当前时间:11:10:28    当前价格:7.221201 波动价格:0.0 初始波动:-0.128799,比率0.0175%
当前时间:11:10:32    当前价格:7.220000 波动价格:-0.001201 初始波动:-0.13,比率0.0177%
当前时间:11:10:33    当前价格:7.220000 波动价格:0.0 初始波动:-0.13,比率0.0177%
当前时间:11:10:35    当前价格:7.220000 波动价格:0.0 初始波动:-0.13,比率0.0177%
当前时间:11:10:36    当前价格:7.220000 波动价格:0.0 初始波动:-0.13,比率0.0177%
当前时间:11:10:37    当前价格:7.220000 波动价格:0.0 初始波动:-0.13,比率0.0177%
当前时间:11:10:38    当前价格:7.210050 波动价格:-0.00995 初始波动:-0.13995,比率0.019%
当前时间:11:10:39    当前价格:7.210050 波动价格:0.0 初始波动:-0.13995,比率0.019%
当前时间:11:10:41    当前价格:7.210050 波动价格:0.0 初始波动:-0.13995,比率0.019%
当前时间:11:10:44    当前价格:7.220000 波动价格:0.00995 初始波动:-0.13,比率0.0177%
当前时间:11:10:45    当前价格:7.210000 波动价格:-0.01 初始波动:-0.14,比率0.019%
当前时间:11:10:48    当前价格:7.210000 波动价格:0.0 初始波动:-0.14,比率0.019%
当前时间:11:10:52    当前价格:7.200000 波动价格:-0.01 初始波动:-0.15,比率0.0204%
当前时间:11:10:55    当前价格:7.210000 波动价格:0.01 初始波动:-0.14,比率0.019%
当前时间:11:10:57    当前价格:7.210000 波动价格:0.0 初始波动:-0.14,比率0.019%
当前时间:11:10:58    当前价格:7.200000 波动价格:-0.01 初始波动:-0.15,比率0.0204%
当前时间:11:11:00    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:11:01    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:11:03    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:11:05    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:11:06    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:11:07    当前价格:7.200000 波动价格:0.0 初始波动:-0.15,比率0.0204%
当前时间:11:11:13    当前价格:7.190010 波动价格:-0.00999 初始波动:-0.15999,比率0.0218%
当前时间:11:11:14    当前价格:7.190010 波动价格:0.0 初始波动:-0.15999,比率0.0218%
当前时间:11:11:16    当前价格:7.190010 波动价格:0.0 初始波动:-0.15999,比率0.0218%
当前时间:11:11:18    当前价格:7.190010 波动价格:0.0 初始波动:-0.15999,比率0.0218%
当前时间:11:11:19    当前价格:7.200000 波动价格:0.00999 初始波动:-0.15,比率0.0204%
当前时间:11:11:21    当前价格:7.190010 波动价格:-0.00999 初始波动:-0.15999,比率0.0218%
当前时间:11:11:23    当前价格:7.190000 波动价格:-1e-05 初始波动:-0.16,比率0.0218%
当前时间:11:11:24    当前价格:7.180000 波动价格:-0.01 初始波动:-0.17,比率0.0231%
当前时间:11:11:26    当前价格:7.180000 波动价格:0.0 初始波动:-0.17,比率0.0231%
当前时间:11:11:28    当前价格:7.190000 波动价格:0.01 初始波动:-0.16,比率0.0218%
当前时间:11:11:29    当前价格:7.180000 波动价格:-0.01 初始波动:-0.17,比率0.0231%
当前时间:11:11:32    当前价格:7.166666 波动价格:-0.013334 初始波动:-0.183334,比率0.0249%
当前时间:11:11:38    当前价格:7.166666 波动价格:0.0 初始波动:-0.183334,比率0.0249%
当前时间:11:11:39    当前价格:7.166666 波动价格:0.0 初始波动:-0.183334,比率0.0249%
当前时间:11:11:40    当前价格:7.166666 波动价格:0.0 初始波动:-0.183334,比率0.0249%
当前时间:11:11:41    当前价格:7.166666 波动价格:0.0 初始波动:-0.183334,比率0.0249%
当前时间:11:11:45    当前价格:7.166666 波动价格:0.0 初始波动:-0.183334,比率0.0249%
当前时间:11:11:47    当前价格:7.160000 波动价格:-0.006666 初始波动:-0.19,比率0.0259%
当前时间:11:11:49    当前价格:7.150000 波动价格:-0.01 初始波动:-0.2,比率0.0272%
当前时间:11:11:54    当前价格:7.131000 波动价格:-0.019 初始波动:-0.219,比率0.0298%
